"Table_Number","Year","Measure","Age","Indigenous_Status","Remoteness","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aus Gov","Aust"
"3A.16","2018","Children using child care","0-12 years old","All people","All areas","","Average hours of attendance per week of children aged 0-12 years old at Australian Government CCS approved child care services; by service type","By service type","OSHC","","","","","Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System","hr/week","10.6","8.1","10.7","9.1","8.0","7.6","9.3","12.2","","","9.7"
"3A.16","2018","Children using child care","0-12 years old","All people","All areas","","Average hours of attendance per week of children aged 0-12 years old at Australian Government CCS approved child care services; by service type","By service type","Occasional care","","","","","Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System","hr/week","15.5","8.9","18.2","11.4","9.9","12.5","11.0","..","","","12.1"
"3A.16","2018","Children using child care","0-12 years old","All people","All areas","","Average hours of attendance per week of children aged 0-12 years old at Australian Government CCS approved child care services; by service type","By service type","In home care","","","","","Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System","hr/week","26.2","25.7","31.4","23.6","19.9","17.5","7.1","50.0","","","27.2"
"3A.16","2017","Children using child care","0-12 years old","All people","All areas","","Average hours of attendance per week of children aged 0-12 years old at Australian Government CCS approved child care services; by service type","By service type","Long day care","","","","","Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System","hr/week","28.1","28.4","31.1","24.8","25.6","23.6","29.3","34.5","","","28.5"
"3A.16","2017","Children using child care","0-12 years old","All people","All areas","","Average hours of attendance per week of children aged 0-12 years old at Australian Government CCS approved child care services; by service type","By service type","Family day care","","","","","Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System","hr/week","29.3","31.8","25.5","26.8","23.3","14.9","27.7","26.6","","","29.0"
"3A.16","2017","Children using child care","0-12 years old","All people","All areas","","Average hours of attendance per week of children aged 0-12 years old at Australian Government CCS approved child care services; by service type","By service type","Vacation care","","","","","Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System","hr/week","27.9","26.8","30.0","27.1","25.3","24.5","29.3","37.9","","","28.1"
"3A.16","2017","Children using child care","0-12 years old","All people","All areas","","Average hours of attendance per week of children aged 0-12 years old at Australian Government CCS approved child care services; by service type","By service type","OSHC","","","","","Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System","hr/week","10.5","8.0","10.6","9.1","7.7","7.8","9.3","12.0","","","9.6"
"3A.16","2017","Children using child care","0-12 years old","All people","All areas","","Average hours of attendance per week of children aged 0-12 years old at Australian Government CCS approved child care services; by service type","By service type","Occasional care","","","","","Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System","hr/week","15.1","8.7","16.1","11.4","9.0","13.6","18.9","..","","","12.1"
"3A.16","2017","Children using child care","0-12 years old","All people","All areas","","Average hours of attendance per week of children aged 0-12 years old at Australian Government CCS approved child care services; by service type","By service type","In home care","","","","","Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System","hr/week","25.8","23.8","30.6","25.9","19.4","16.4","29.3","48.3","","","26.4"
"3A.16","2016","Children using child care","0-12 years old","All people","All areas","","Average hours of attendance per week of children aged 0-12 years old at Australian Government CCS approved child care services; by service type","By service type","Long day care","","","","","Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System","hr/week","27.7","28.3","30.7","25.0","25.3","23.3","29.1","34.5","","","28.2"
"3A.16","2016","Children using child care","0-12 years old","All people","All areas","","Average hours of attendance per week of children aged 0-12 years old at Australian Government CCS approved child care services; by service type","By service type","Family day care","","","","","Australian Government Department of Education Skills and Employment (unpublished) Child Care Subsidy System","hr/week","30.5","32.4","26.0","28.0","27.5","14.6","31.0","28.4","","","29.8"
